"BIZ_UNIT","PD_S_C","PD_S_NM","PD_M_NM","PD_H_NM","cnt.x","cnt.y","percent"
"A03",502,"냉동국탕류","냉동","냉동/냉장",6,7822,0.000767067
"A03",503,"냉동디저트","냉동","냉동/냉장",66,7822,0.00843774
"A03",504,"냉동떡볶이","냉동","냉동/냉장",3,7822,0.000383534
"A03",496,"냉동면","냉동","냉동/냉장",28,7822,0.003579647
"A03",495,"냉동밥","냉동","냉동/냉장",164,7822,0.020966505
"A03",501,"냉동부침","냉동","냉동/냉장",431,7822,0.055100997
"A03",500,"냉동튀김","냉동","냉동/냉장",362,7822,0.046279724
"A03",498,"냉동피자","냉동","냉동/냉장",63,7822,0.008054206
"A03",499,"냉동핫도그","냉동","냉동/냉장",228,7822,0.029148555
"A03",541,"냉장국탕류","냉장간식","냉동/냉장",294,7822,0.037586295
"A03",542,"냉장안주","냉장간식","냉동/냉장",197,7822,0.025185375
"A03",540,"냉장치킨족발류","냉장간식","냉동/냉장",510,7822,0.065200716
"A03",539,"냉장핫도그/핫바류","냉장간식","냉동/냉장",23,7822,0.002940424
"A03",517,"빵/케이크","냉장간식","냉동/냉장",228,7822,0.029148555
"A03",516,"푸딩/젤리","냉장간식","냉동/냉장",485,7822,0.062004602
"A03",537,"냉장장류","냉장기타","냉동/냉장",126,7822,0.016108412
"A03",522,"무침반찬","냉장기타","냉동/냉장",11,7822,0.00140629
"A03",521,"볶음반찬","냉장기타","냉동/냉장",6,7822,0.000767067
"A03",518,"절임반찬","냉장기타","냉동/냉장",427,7822,0.054589619
"A03",523,"젓갈","냉장기타","냉동/냉장",27,7822,0.003451803
"A03",520,"조림반찬","냉장기타","냉동/냉장",13,7822,0.001661979
"A03",536,"냉장간편떡볶이","냉장식사","냉동/냉장",272,7822,0.034773715
"A03",535,"냉장떡","냉장식사","냉동/냉장",994,7822,0.127077474
"A03",534,"냉장면","냉장식사","냉동/냉장",1255,7822,0.160444899
"A03",533,"냉장밥/죽","냉장식사","냉동/냉장",140,7822,0.017898236
"A03",128,"곶감","건과일","과일",53,7822,0.006775761
"A03",133,"곶감선물세트","건과일","과일",9,7822,0.001150601
"A03",120,"땅콩","견과류","간식",171,7822,0.021861417
"A03",119,"밤","견과류","간식",286,7822,0.036563539
"A03",124,"아몬드","견과류","간식",269,7822,0.034390182
"A03",122,"잣","견과류","간식",15,7822,0.001917668
"A03",125,"캐슈넛","견과류","간식",81,7822,0.010355408
"A03",123,"피스타치오","견과류","간식",42,7822,0.005369471
"A03",121,"호두","견과류","간식",210,7822,0.026847354
"A03",126,"혼합견과","견과류","간식",295,7822,0.03771414
"A03",83,"감","국산과일","과일",779,7822,0.099590897
"A03",84,"귤류","국산과일","과일",1645,7822,0.21030427
"A03",90,"딸기","국산과일","과일",1828,7822,0.233699821
"A03",89,"매실","국산과일","과일",16,7822,0.002045513
"A03",95,"메론","국산과일","과일",316,7822,0.040398875
"A03",92,"무화과","국산과일","과일",35,7822,0.004474559
"A03",97,"방울토마토","국산과일","과일",1240,7822,0.158527231
"A03",82,"배","국산과일","과일",674,7822,0.086167221
"A03",131,"배선물세트","국산과일","과일",28,7822,0.003579647
"A03",86,"복숭아","국산과일","과일",853,7822,0.109051394
"A03",81,"사과","국산과일","과일",1570,7822,0.200715929
"A03",130,"사과선물세트","국산과일","과일",31,7822,0.003963181
"A03",88,"살구","국산과일","과일",20,7822,0.002556891
"A03",93,"수박","국산과일","과일",1058,7822,0.135259524
"A03",85,"유자/모과","국산과일","과일",6,7822,0.000767067
"A03",87,"자두","국산과일","과일",486,7822,0.062132447
"A03",94,"참외","국산과일","과일",976,7822,0.124776272
"A03",96,"토마토","국산과일","과일",1003,7822,0.128228075
"A03",91,"포도","국산과일","과일",869,7822,0.111096906
"A03",115,"냉동망고","냉동과일","과일",79,7822,0.010099719
"A03",116,"냉동베리류","냉동과일","과일",232,7822,0.029659934
"A03",117,"냉동홍시","냉동과일","과일",1,7822,0.000127845
"A03",114,"간편과일","수입과일","과일",400,7822,0.051137816
"A03",101,"레몬","수입과일","과일",448,7822,0.057274354
"A03",102,"망고","수입과일","과일",310,7822,0.039631808
"A03",103,"망고스틴","수입과일","과일",14,7822,0.001789824
"A03",104,"바나나","수입과일","과일",2683,7822,0.343006904
"A03",99,"블루베리","수입과일","과일",79,7822,0.010099719
"A03",100,"수입포도","수입과일","과일",1055,7822,0.134875991
"A03",105,"아보카도","수입과일","과일",55,7822,0.00703145
"A03",106,"야자","수입과일","과일",22,7822,0.00281258
"A03",107,"오렌지","수입과일","과일",777,7822,0.099335208
"A03",108,"용과","수입과일","과일",15,7822,0.001917668
"A03",109,"자몽","수입과일","과일",226,7822,0.028892866
"A03",110,"체리","수입과일","과일",631,7822,0.080669905
"A03",111,"키위","수입과일","과일",583,7822,0.074533367
"A03",112,"파인애플","수입과일","과일",326,7822,0.04167732
"A03",515,"냉장곡물견과음료","냉장음료","간식",25,7822,0.003196114
"A03",514,"냉장과일야채음료","냉장음료","간식",1435,7822,0.183456916
"A03",513,"냉장커피차음료","냉장음료","간식",1038,7822,0.132702634
"A03",494,"떠먹는요구르트","발효유","간식",2198,7822,0.281002301
"A03",493,"마시는요구르트","발효유","간식",2191,7822,0.280107389
"A03",492,"일반요구르트","발효유","간식",1197,7822,0.153029916
"A03",488,"가공우유","우유","간식",1771,7822,0.226412682
"A03",487,"기능성우유","우유","간식",1963,7822,0.250958834
"A03",486,"일반우유","우유","간식",3056,7822,0.390692917
"A03",489,"크림/연유","우유","간식",315,7822,0.04027103
"A03",490,"버터/마가린","치즈버터","간식",471,7822,0.060214779
"A03",491,"치즈","치즈버터","간식",1528,7822,0.195346459
"A03",497,"냉동만두","냉동MS","냉동/냉장",1234,7822,0.157760164
"A03",508,"모나카","아이스크림","간식",867,7822,0.110841217
"A03",505,"바아이스크림","아이스크림","간식",1785,7822,0.228202506
"A03",511,"아이스크림케이크","아이스크림","간식",437,7822,0.055868064
"A03",512,"얼음","아이스크림","간식",288,7822,0.036819228
"A03",509,"컵아이스크림","아이스크림","간식",636,7822,0.081309128
"A03",507,"콘아이스크림","아이스크림","간식",1499,7822,0.191638967
"A03",506,"튜브아이스크림","아이스크림","간식",1016,7822,0.129890054
"A03",510,"홈아이스크림","아이스크림","간식",853,7822,0.109051394
"A03",519,"김치류","냉장농산","냉동/냉장",519,7822,0.066351317
"A03",538,"냉장드레싱","냉장농산","냉동/냉장",918,7822,0.117361289
"A03",524,"단무지","냉장농산","냉동/냉장",932,7822,0.119151112
"A03",530,"곤약","냉장수산","냉동/냉장",101,7822,0.012912299
"A03",532,"김밥재료세트","냉장수산","냉동/냉장",242,7822,0.030938379
"A03",529,"맛살","냉장수산","냉동/냉장",1107,7822,0.141523907
"A03",528,"어묵","냉장수산","냉동/냉장",1898,7822,0.242648939
"A03",531,"유부","냉장수산","냉동/냉장",779,7822,0.099590897
"A03",526,"베이컨","냉장축산","냉동/냉장",687,7822,0.0878292
"A03",527,"소시지","냉장축산","냉동/냉장",1757,7822,0.224622859
"A03",525,"햄","냉장축산","냉동/냉장",1256,7822,0.160572744
"A03",296,"국수","건면","간식",705,7822,0.090130401
"A03",299,"냉면","건면","간식",27,7822,0.003451803
"A03",297,"당면","건면","간식",595,7822,0.076067502
"A03",300,"쌈/또띠아","건면","간식",99,7822,0.01265661
"A03",298,"파스타류","건면","간식",503,7822,0.064305804
"A03",302,"국물봉지라면","라면","간식",2696,7822,0.344668883
"A03",304,"국물용기라면","라면","간식",1680,7822,0.214778829
"A03",303,"비빔봉지라면","라면","간식",1674,7822,0.214011762
"A03",403,"감자스낵","스낵","간식",2708,7822,0.346203017
"A03",404,"고구마스낵","스낵","간식",243,7822,0.031066223
"A03",406,"쌀스낵","스낵","간식",326,7822,0.04167732
"A03",408,"영양바","스낵","간식",82,7822,0.010483252
"A03",405,"옥수수스낵","스낵","간식",1988,7822,0.254154948
"A03",407,"일반스낵","스낵","간식",3175,7822,0.405906418
"A03",409,"팝콘","스낵","간식",408,7822,0.052160573
"A03",309,"기능성시리얼","씨리얼","간식",106,7822,0.013551521
"A03",308,"일반시리얼","씨리얼","간식",898,7822,0.114804398
"A03",420,"기타전통과자","전통과자","간식",762,7822,0.09741754
"A03",402,"바초콜릿","초콜렛","간식",730,7822,0.093326515
"A03",401,"쉘초콜릿","초콜렛","간식",1148,7822,0.146765533
"A03",423,"초콜릿세트","초콜렛","간식",127,7822,0.016236257
"A03",400,"판초콜릿","초콜렛","간식",529,7822,0.067629762
"A03",391,"기능성껌","캔디껌류","간식",717,7822,0.091664536
"A03",399,"기능성캔디","캔디껌류","간식",112,7822,0.014318589
"A03",422,"사탕/캔디세트","캔디껌류","간식",291,7822,0.037202761
"A03",394,"소프트캔디","캔디껌류","간식",988,7822,0.126310407
"A03",396,"양갱","캔디껌류","간식",98,7822,0.012528765
"A03",390,"일반껌","캔디껌류","간식",253,7822,0.032344669
"A03",395,"젤리","캔디껌류","간식",1003,7822,0.128228075
"A03",397,"캐러멜","캔디껌류","간식",155,7822,0.019815904
"A03",398,"토이캔디","캔디껌류","간식",7,7822,0.000894912
"A03",392,"풍선껌","캔디껌류","간식",213,7822,0.027230887
"A03",393,"하드캔디","캔디껌류","간식",805,7822,0.102914856
"A03",412,"샌드","쿠키케이크","간식",478,7822,0.061109691
"A03",413,"스틱과자","쿠키케이크","간식",1028,7822,0.131424188
"A03",411,"쿠키","쿠키케이크","간식",2246,7822,0.287138839
"A03",414,"쿠키케이크","쿠키케이크","간식",211,7822,0.026975198
"A03",410,"크래커","쿠키케이크","간식",2379,7822,0.304142163
"A03",415,"파이","쿠키케이크","간식",1732,7822,0.221426745
"A03",725,"고양이간식","애견","생활잡화",13,7822,0.001661979
"A03",726,"고양이모래/배변용품","애견","생활잡화",1,7822,0.000127845
"A03",724,"고양이사료","애견","생활잡화",4,7822,0.000511378
"A03",739,"세차도구","자동차","생활잡화",19,7822,0.002429046
"A03",740,"세차수건","자동차","생활잡화",5,7822,0.000639223
"A03",737,"스노우체인","자동차","생활잡화",1,7822,0.000127845
"A03",720,"애견간식","애견","생활잡화",162,7822,0.020710816
"A03",721,"애견목욕/위생용품","애견","생활잡화",33,7822,0.00421887
"A03",722,"애견배변용품","애견","생활잡화",9,7822,0.001150601
"A03",719,"애견사료","애견","생활잡화",108,7822,0.01380721
"A03",723,"애견장난감/훈련","애견","생활잡화",17,7822,0.002173357
"A03",734,"와이퍼","자동차","생활잡화",10,7822,0.001278445
"A03",741,"워셔액","자동차","생활잡화",58,7822,0.007414983
"A03",742,"차량용방향/제취제","자동차","생활잡화",15,7822,0.001917668
"A03",736,"차량용충전기","자동차","생활잡화",1,7822,0.000127845
"A03",580,"남성내의","남성","생활잡화",2,7822,0.000255689
"A03",579,"남성런닝셔츠","남성","생활잡화",5,7822,0.000639223
"A03",593,"남성벨트","남성","생활잡화",1,7822,0.000127845
"A03",590,"남성슬리퍼","남성","생활잡화",89,7822,0.011378164
"A03",582,"남성실내복","남성","생활잡화",4,7822,0.000511378
"A03",588,"남성일반양말","남성","생활잡화",35,7822,0.004474559
"A03",578,"남성팬티","남성","생활잡화",5,7822,0.000639223
"A03",577,"여성내의","여성","생활잡화",2,7822,0.000255689
"A03",585,"여성덧신류","여성","생활잡화",16,7822,0.002045513
"A03",576,"여성런닝셔츠/캐미솔","여성","생활잡화",10,7822,0.001278445
"A03",584,"여성수면양말","여성","생활잡화",6,7822,0.000767067
"A03",581,"여성실내복","여성","생활잡화",2,7822,0.000255689
"A03",583,"여성일반양말","여성","생활잡화",16,7822,0.002045513
"A03",587,"여성타이즈","여성","생활잡화",15,7822,0.001917668
"A03",575,"여성팬티","여성","생활잡화",3,7822,0.000383534
"A03",595,"여성헤어액세서리","여성","생활잡화",173,7822,0.022117106
"A03",756,"고무장갑","주방용품","생활잡화",671,7822,0.085783687
